更新区分,品目コード,品名,品名カナ,JANコード,発注コード,基本品目,ブランド名称,販売単価,受注数,単品単位数量単位,入数,メーカーコード,メーカー名,大分類,大分類テキスト,中分類,中分類テキスト,小分類,小分類テキスト,原産国（名称）,質量,質量単位,特長,用途,仕様,仕様２,材質／仕上,セット内容／付属品,注意,後継品,送料無料フラグ,税区分,税率
I,K000007260,アソー(株) ASOH   ホース用継手 おねじニップル HN-1414 K000007260,ホースヨウツギテ オネジニップル HN-1414,,K000007260,,ASOH,380,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,51,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):12/ホース接続部外径D(φ):14/本体材質:黄銅,,本体サイズ：幅2.2×奥行5×高さ2.2㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000351,アソー(株) ASOH   ホース用継手 おねじニップル HN-1414R M000000351,ホースヨウツギテ オネジニップル HN-1414R,,M000000351,,ASOH,380,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,51,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):12/ホース接続部外径D(φ):14/本体材質:黄銅,,本体サイズ：幅2.2×奥行5×高さ2.2㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007263,アソー(株) ASOH   ホース用継手 おねじニップル HN-1416 K000007263,ホースヨウツギテ オネジニップル HN-1416,,K000007263,,ASOH,440,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,57,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):15/ホース接続部外径D(φ):16/本体材質:黄銅,,本体サイズ：幅2.2×奥行5×高さ2.2㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000354,アソー(株) ASOH   ホース用継手 おねじニップル HN-1416R M000000354,ホースヨウツギテ オネジニップル HN-1416R,,M000000354,,ASOH,440,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,57,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):15/ホース接続部外径D(φ):16/本体材質:黄銅,,本体サイズ：幅2.2×奥行5×高さ2.2㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007264,アソー(株) ASOH   ホース用継手 おねじニップル HN-1420 K000007264,ホースヨウツギテ オネジニップル HN-1420,,K000007264,,ASOH,520,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,70,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):19/ホース接続部外径D(φ):20.5/本体材質:黄銅,,本体サイズ：幅2.2×奥行5×高さ2.2㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000355,アソー(株) ASOH   ホース用継手 おねじニップル HN-1420R M000000355,ホースヨウツギテ オネジニップル HN-1420R,,M000000355,,ASOH,520,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,70,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):19/ホース接続部外径D(φ):20.5/本体材質:黄銅,,本体サイズ：幅2.2×奥行5×高さ2.2㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007266,アソー(株) ASOH   ホース用継手 おねじニップル HN-1619K000007266,ホースヨウツギテ オネジニップル HN-1619,,K000007266,,ASOH,990,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,97,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/4/呼径(φ):19/ホース接続部外径D(φ):19/本体材質:黄銅,,本体サイズ：幅2.7×奥行6×高さ2.7㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000357,アソー(株) ASOH   ホース用継手 おねじニップル HN-1619R M000000357,ホースヨウツギテ オネジニップル HN-1619R,,M000000357,,ASOH,990,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,97,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/4/呼径(φ):19/ホース接続部外径D(φ):19/本体材質:黄銅,,本体サイズ：幅2.7×奥行6×高さ2.7㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007265,アソー(株) ASOH   ホース用継手 おねじニップル HN-1620K000007265,ホースヨウツギテ オネジニップル HN-1620,,K000007265,,ASOH,680,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,96,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/4/呼径(φ):19/ホース接続部外径D(φ):20.5/本体材質:黄銅,,本体サイズ：幅2.7×奥行6×高さ2.7㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000356,アソー(株) ASOH   ホース用継手 おねじニップル HN-1620R M000000356,ホースヨウツギテ オネジニップル HN-1620R,,M000000356,,ASOH,680,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,96,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/4/呼径(φ):19/ホース接続部外径D(φ):20.5/本体材質:黄銅,,本体サイズ：幅2.7×奥行6×高さ2.7㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007267,アソー(株) ASOH   ホース用継手 おねじニップル HN-1827 K000007267,ホースヨウツギテ オネジニップル HN-1827,,K000007267,,ASOH,1360,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,195,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/呼径(φ):25/ホース接続部外径D(φ):27/本体材質:黄銅,,本体サイズ：幅3.5×奥行7.35×高さ3.5㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000358,アソー(株) ASOH   ホース用継手 おねじニップル HN-1827R M000000358,ホースヨウツギテ オネジニップル HN-1827R,,M000000358,,ASOH,1360,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,195,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/呼径(φ):25/ホース接続部外径D(φ):27/本体材質:黄銅,,本体サイズ：幅3.5×奥行7.35×高さ3.5㎝,,C3604BD/C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000381,アソー(株) ASOH   ホース用継手 おねじニップル HN-7040 M000000381,ホースヨウツギテ オネジニップル HN-7040,,M000000381,,ASOH,5020,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,450,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1 1/2/呼径(φ):38/ホース接続部外径D(φ):40/本体材質:[ステンレス]SCS13A,,本体サイズ：幅5.2×奥行9×高さ5.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000382,アソー(株) ASOH   ホース用継手 おねじニップル HN-7052 M000000382,ホースヨウツギテ オネジニップル HN-7052,,M000000382,,ASOH,6830,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,660,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:2/呼径(φ):50/ホース接続部外径D(φ):52/本体材質:[ステンレス]SCS13A,,本体サイズ：幅6.3×奥行10×高さ6.3㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000383,アソー(株) ASOH   ホース用継手 おねじニップル HN-7107 M000000383,ホースヨウツギテ オネジニップル HN-7107,,M000000383,,ASOH,1090,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,12,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/8/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.2×奥行3.6×高さ1.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000389,アソー(株) ASOH   ホース用継手 おねじニップル HN-7110 M000000389,ホースヨウツギテ オネジニップル HN-7110,,M000000389,,ASOH,1090,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,15,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/8/呼径(φ):9/ホース接続部外径D(φ):10.5/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.2×奥行3.6×高さ1.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000384,アソー(株) ASOH   ホース用継手 おねじニップル HN-7207 M000000384,ホースヨウツギテ オネジニップル HN-7207,,M000000384,,ASOH,1090,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,18,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.4×奥行4.2×高さ1.4㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000385,アソー(株) ASOH   ホース用継手 おねじニップル HN-7208 M000000385,ホースヨウツギテ オネジニップル HN-7208,,M000000385,,ASOH,920,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,18,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):6/ホース接続部外径D(φ):8/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.4×奥行4.2×高さ1.4㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000386,アソー(株) ASOH   ホース用継手 おねじニップル HN-7209 M000000386,ホースヨウツギテ オネジニップル HN-7209,,M000000386,,ASOH,920,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,21,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):6/ホース接続部外径D(φ):9/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.4×奥行4.2×高さ1.4㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000390,アソー(株) ASOH   ホース用継手 おねじニップル HN-7210 M000000390,ホースヨウツギテ オネジニップル HN-7210,,M000000390,,ASOH,920,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,23,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):9/ホース接続部外径D(φ):10.5/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.4×奥行4.2×高さ1.4㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000371,アソー(株) ASOH   ホース用継手 おねじニップル HN-7214 M000000371,ホースヨウツギテ オネジニップル HN-7214,,M000000371,,ASOH,1090,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,33,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):12/ホース接続部外径D(φ):14/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.7×奥行4.2×高さ1.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000387,アソー(株) ASOH   ホース用継手 おねじニップル HN-7307 M000000387,ホースヨウツギテ オネジニップル HN-7307,,M000000387,,ASOH,1190,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,26,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/8/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.7×奥行4.4×高さ1.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000391,アソー(株) ASOH   ホース用継手 おねじニップル HN-7310 M000000391,ホースヨウツギテ オネジニップル HN-7310,,M000000391,,ASOH,940,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,31,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/8/呼径(φ):9/ホース接続部外径D(φ):10.5/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.7×奥行4.4×高さ1.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000372,アソー(株) ASOH   ホース用継手 おねじニップル HN-7314 M000000372,ホースヨウツギテ オネジニップル HN-7314,,M000000372,,ASOH,1190,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,34,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/8/呼径(φ):12/ホース接続部外径D(φ):14/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.7×奥行4.4×高さ1.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000375,アソー(株) ASOH   ホース用継手 おねじニップル HN-7316 M000000375,ホースヨウツギテ オネジニップル HN-7316,,M000000375,,ASOH,1190,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,35,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/8/呼径(φ):15/ホース接続部外径D(φ):16/本体材質:[ステンレス]SUS304,,本体サイズ：幅1.7×奥行4.4×高さ1.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000388,アソー(株) ASOH   ホース用継手 おねじニップル HN-7407 M000000388,ホースヨウツギテ オネジニップル HN-7407,,M000000388,,ASOH,1970,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,43,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.2×奥行4.9×高さ2.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000392,アソー(株) ASOH   ホース用継手 おねじニップル HN-7410 M000000392,ホースヨウツギテ オネジニップル HN-7410,,M000000392,,ASOH,1660,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,46,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):9/ホース接続部外径D(φ):10.5/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.2×奥行4.9×高さ2.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000374,アソー(株) ASOH   ホース用継手 おねじニップル HN-7412 M000000374,ホースヨウツギテ オネジニップル HN-7412,,M000000374,,ASOH,1660,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,48,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):12/ホース接続部外径D(φ):12/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.2×奥行4.9×高さ2.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000373,アソー(株) ASOH   ホース用継手 おねじニップル HN-7414 M000000373,ホースヨウツギテ オネジニップル HN-7414,,M000000373,,ASOH,1400,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,45,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):12/ホース接続部外径D(φ):14/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.2×奥行4.9×高さ2.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000376,アソー(株) ASOH   ホース用継手 おねじニップル HN-7416 M000000376,ホースヨウツギテ オネジニップル HN-7416,,M000000376,,ASOH,1400,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,50,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):15/ホース接続部外径D(φ):16/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.2×奥行4.9×高さ2.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000377,アソー(株) ASOH   ホース用継手 おねじニップル HN-7420 M000000377,ホースヨウツギテ オネジニップル HN-7420,,M000000377,,ASOH,1660,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,57,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:1/2/呼径(φ):19/ホース接続部外径D(φ):20.5/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.2×奥行4.9×高さ2.2㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000379,アソー(株) ASOH   ホース用継手 おねじニップル HN-7619 M000000379,ホースヨウツギテ オネジニップル HN-7619,,M000000379,,ASOH,2490,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,83,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/4/呼径(φ):19/ホース接続部外径D(φ):19/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.7×奥行5.9×高さ2.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000378,アソー(株) ASOH   ホース用継手 おねじニップル HN-7620 M000000378,ホースヨウツギテ オネジニップル HN-7620,,M000000378,,ASOH,2380,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,479,ホース用継手　おねじニップル,日本,88,g,在庫品のため即日出荷可能です。■HOSNS 呼び径38、50は材質SCS13A(SUS304相当)です。■ホース接続種類:タケノコ/接続種類:[おねじ]おねじニップル/接続ねじの種類:R/接続ねじサイズ:3/4/呼径(φ):19/ホース接続部外径D(φ):20.5/本体材質:[ステンレス]SUS304,,本体サイズ：幅2.7×奥行5.9×高さ2.7㎝,,SUS304/SCS13A,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007250,アソー(株) ASOH   ホース用継手 ジョイントニップル HS-1117 K000007250,ホースヨウツギテ ジョイントニップル HS-1117,,K000007250,,ASOH,370,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,480,ホース用継手　ジョイントニップル,日本,20,g,【特長】・ホース用継手のジョイントニップルです。・在庫品のため即日出荷可能です。■ホース接続種類:タケノコ/接続種類:[おねじ]ジョイントニップル/接続ねじの種類:R/接続ねじサイズ:1/8/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:黄銅,,本体サイズ：幅1.2×奥行4.3×高さ1.2㎝,,C3604,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000338,アソー(株) ASOH   ホース用継手 ジョイントニップル HS-1117R M000000338,ホースヨウツギテ ジョイントニップル HS-1117R,,M000000338,,ASOH,370,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,480,ホース用継手　ジョイントニップル,日本,20,g,【特長】・ホース用継手のジョイントニップルです。・在庫品のため即日出荷可能です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]ジョイントニップル/接続ねじの種類:R/接続ねじサイズ:1/8/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:黄銅,,本体サイズ：幅1.2×奥行4.3×高さ1.2㎝,,C3604,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007251,アソー(株) ASOH   ホース用継手 ジョイントニップル HS-1207 K000007251,ホースヨウツギテ ジョイントニップル HS-1207,,K000007251,,ASOH,340,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,480,ホース用継手　ジョイントニップル,日本,36,g,【特長】・ホース用継手のジョイントニップルです。・在庫品のため即日出荷可能です。■ホース接続種類:タケノコ/接続種類:[おねじ]ジョイントニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:黄銅,,本体サイズ：幅1.6×奥行5.9×高さ1.6㎝,,C3604,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,M000000339,アソー(株) ASOH   ホース用継手 ジョイントニップル HS-1207R M000000339,ホースヨウツギテ ジョイントニップル HS-1207R,,M000000339,,ASOH,340,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,480,ホース用継手　ジョイントニップル,日本,36,g,【特長】・ホース用継手のジョイントニップルです。・在庫品のため即日出荷可能です。■RoHS対応品■ホース接続種類:タケノコ/接続種類:[おねじ]ジョイントニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):6/ホース接続部外径D(φ):7/本体材質:黄銅,,本体サイズ：幅1.6×奥行5.9×高さ1.6㎝,,C3604,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000007252,アソー(株) ASOH   ホース用継手 ジョイントニップル HS-1208  K000007252,ホースヨウツギテ ジョイントニップル HS-1208,,K000007252,,ASOH,340,1,,,,アソー(株),daidoKKK,配管部品,kkk01,ホース用継手,480,ホース用継手　ジョイントニップル,日本,38,g,【特長】・ホース用継手のジョイントニップルです。・在庫品のため即日出荷可能です。■ホース接続種類:タケノコ/接続種類:[おねじ]ジョイントニップル/接続ねじの種類:R/接続ねじサイズ:1/4/呼径(φ):6/ホース接続部外径D(φ):8/本体材質:黄銅,,本体サイズ：幅1.6×奥行5.9×高さ1.6㎝,,C3604,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
